,geometry,FID,Activity,ActivityDa,ComName,MonYr,FinYr,Detection1,Date_S
11,POINT Z (153.1676640000001 -25.97218899925648 0),11,Infestation,29/04/2015,Bitou bush,2015-04,2014 - 2015,<Null>,Jan15_Jun15
12,POINT Z (153.5363990000001 -27.43979399922769 0),12,Infestation,5/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
13,POINT Z (153.5219980000001 -27.46770699922713 0),13,Infestation,5/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
14,POINT Z (153.5139270000001 -27.48718699922679 0),14,Infestation,5/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
15,POINT Z (153.4902040000001 -27.54757899922564 0),15,Infestation,6/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
16,POINT Z (153.483684 -27.55320099922555 0),16,Infestation,6/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
17,POINT Z (153.475267 -27.59436199922477 0),17,Infestation,6/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
18,POINT Z (153.402634 -27.71894899922245 0),18,Infestation,6/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
19,POINT Z (153.41192 -27.8374169992202 0),19,Infestation,9/06/2015,Bitou bush,2015-06,2014 - 2015,<Null>,Jan15_Jun15
20,POINT Z (153.452125 -27.71663999922248 0),20,Infestation,26/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
21,POINT Z (153.4874880000001 -27.5588879992254 0),21,Infestation,27/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
22,POINT Z (153.1146650000001 -25.54031399926527 0),22,Infestation,3/06/2015,Bitou bush,2015-06,2014 - 2015,<Null>,Jan15_Jun15
23,POINT Z (153.104904 -25.91964999925752 0),23,Infestation,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
24,POINT Z (153.1070850000001 -25.92156299925748 0),24,Infestation,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
25,POINT Z (153.421952 -27.1873849992325 0),25,Infestation,19/10/2015,Bitou bush,2015-10,2015 - 2016,<Null>,July15_Dec15
26,POINT Z (153.4188680000001 -27.20878499923206 0),26,Infestation,19/10/2015,Bitou bush,2015-10,2015 - 2016,<Null>,July15_Dec15
27,POINT Z (153.512607 -27.42346099922797 0),27,Infestation,5/11/2015,Bitou bush,2015-11,2015 - 2016,<Null>,July15_Dec15
28,POINT Z (153.170612 -25.9653529992566 0),28,Infestation,2/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
29,POINT Z (153.17057 -25.96538799925656 0),29,Infestation,2/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
30,POINT Z (153.1057020000001 -25.92019899925748 0),30,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
31,POINT Z (153.107247 -25.92159299925747 0),31,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
32,POINT Z (153.1072720000001 -25.92158799925748 0),32,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
33,POINT Z (153.107157 -25.92152499925746 0),33,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
34,POINT Z (153.1069130000001 -25.92178499925748 0),34,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
35,POINT Z (153.1087100000001 -25.92307799925743 0),35,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
36,POINT Z (153.1130770000001 -25.92880599925735 0),36,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
37,POINT Z (153.116126 -25.93111499925727 0),37,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
38,POINT Z (153.1165540000001 -25.93116299925727 0),38,Infestation,3/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
39,POINT Z (153.085582 -25.7630219992607 0),39,Treatment,2/06/2015,Bitou bush,2015-06,2014 - 2015,<Null>,Jan15_Jun15
40,POINT Z (153.056495 -25.79705799926002 0),40,Treatment,2/06/2015,Bitou bush,2015-06,2014 - 2015,<Null>,Jan15_Jun15
41,POINT Z (153.0559480000001 -25.79687799926003 0),41,Treatment,2/06/2015,Bitou bush,2015-06,2014 - 2015,<Null>,Jan15_Jun15
42,POINT Z (153.122388 -25.51987999926573 0),42,Treatment,3/06/2015,Bitou bush,2015-06,2014 - 2015,<Null>,Jan15_Jun15
43,POINT Z (153.0810230000001 -25.72704499926143 0),43,Treatment,3/06/2015,Bitou bush,2015-06,2014 - 2015,<Null>,Jan15_Jun15
44,POINT Z (153.4862770000001 -27.53759799922585 0),44,Treatment,12/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
45,POINT Z (153.4862330000001 -27.53991999922579 0),45,Treatment,12/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
46,POINT Z (153.4862880000001 -27.53978699922579 0),46,Treatment,12/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
47,POINT Z (153.490122 -27.54755499922565 0),47,Treatment,14/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
48,POINT Z (153.490187 -27.54762499922563 0),48,Treatment,14/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
49,POINT Z (153.47523 -27.59438199922477 0),49,Treatment,14/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
50,POINT Z (153.482247 -27.57339799922516 0),50,Treatment,14/05/2015,Bitou bush,2015-05,2014 - 2015,<Null>,Jan15_Jun15
51,POINT Z (153.057352 -25.86643199925859 0),51,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
52,POINT Z (153.088203 -25.89460299925799 0),52,Treatment,14/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
53,POINT Z (153.088205 -25.89457999925799 0),53,Treatment,14/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
54,POINT Z (153.0749020000001 -25.84891499925894 0),54,Treatment,14/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
55,POINT Z (153.1029900000001 -25.91720799925753 0),55,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
56,POINT Z (153.1030300000001 -25.91718199925754 0),56,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
57,POINT Z (153.1029580000001 -25.91724699925755 0),57,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
58,POINT Z (153.1030930000001 -25.91722299925756 0),58,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
59,POINT Z (153.1040320000001 -25.91844999925756 0),59,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
60,POINT Z (153.116168 -25.9307499992573 0),60,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
61,POINT Z (153.0987630000001 -25.91056199925768 0),61,Treatment,16/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
62,POINT Z (153.102422 -25.91764299925757 0),62,Treatment,16/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
63,POINT Z (153.087443 -25.89600699925801 0),63,Treatment,13/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
64,POINT Z (153.099772 -25.91119999925771 0),64,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
65,POINT Z (153.0997170000001 -25.91123499925769 0),65,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
66,POINT Z (153.107153 -25.92149199925749 0),66,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
67,POINT Z (153.107291 -25.92168499925746 0),67,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
68,POINT Z (153.107215 -25.9217119992575 0),68,Treatment,15/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
69,POINT Z (153.07443 -25.84497299925903 0),69,Treatment,16/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
70,POINT Z (153.1024020000001 -25.91769999925753 0),70,Treatment,16/07/2015,Bitou bush,2015-07,2015 - 2016,<Null>,July15_Dec15
71,POINT Z (153.4237390000001 -27.7107749992226 0),71,Treatment,19/08/2015,Bitou bush,2015-08,2015 - 2016,<Null>,July15_Dec15
72,POINT Z (153.115483 -26.39455799924794 0),72,Treatment,23/09/2015,Bitou bush,2015-09,2015 - 2016,<Null>,July15_Dec15
73,POINT Z (153.06839 -25.81244999925972 0),73,Treatment,28/10/2015,Bitou bush,2015-10,2015 - 2016,<Null>,July15_Dec15
74,POINT Z (153.0683770000001 -25.81246799925968 0),74,Treatment,1/12/2015,Bitou bush,2015-12,2015 - 2016,<Null>,July15_Dec15
75,POINT Z (153.5107250000001 -27.49867499922656 0),75,Infestation,24/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
76,POINT Z (153.4800300000001 -27.58078999922501 0),76,Infestation,1/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
77,POINT Z (153.47609 -27.59371299922477 0),77,Infestation,1/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
78,POINT Z (153.116345 -25.93065499925731 0),78,Infestation,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
79,POINT Z (153.117828 -25.93202999925727 0),79,Infestation,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
80,POINT Z (153.43273 -27.32014799922991 0),80,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
81,POINT Z (153.4307 -27.31577999923 0),81,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
82,POINT Z (153.430328 -27.31415499923004 0),82,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
83,POINT Z (153.4295380000001 -27.31304499923008 0),83,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
84,POINT Z (153.417235 -27.24730699923133 0),84,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
85,POINT Z (153.416833 -27.24572699923135 0),85,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
86,POINT Z (153.4163030000001 -27.23930999923149 0),86,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
87,POINT Z (153.4164850000001 -27.23913299923148 0),87,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
88,POINT Z (153.4168370000001 -27.23603199923152 0),88,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
89,POINT Z (153.437985 -27.32734999922979 0),89,Infestation,16/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
90,POINT Z (153.437987 -27.32735499922984 0),90,Infestation,16/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
91,POINT Z (153.437988 -27.32734999922979 0),91,Infestation,16/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
92,POINT Z (153.4295900000001 -27.31297999923007 0),92,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
93,POINT Z (153.4294970000001 -27.31268499923009 0),93,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
94,POINT Z (153.425157 -27.30359699923024 0),94,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
95,POINT Z (153.424333 -27.3000879992303 0),95,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
96,POINT Z (153.4172050000001 -27.2553149992312 0),96,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
97,POINT Z (153.416867 -27.23967499923148 0),97,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
98,POINT Z (153.416965 -27.23914799923149 0),98,Infestation,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
99,POINT Z (153.3654770000001 -27.05959199923496 0),99,Infestation,18/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
100,POINT Z (153.058402 -25.86659499925857 0),100,Infestation,1/12/2014,Bitou bush,2014-12,2014 - 2015,<Null>,July14_Dec14
101,POINT Z (153.444925 -28.06947199921592 0),101,Treatment,6/02/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
102,POINT Z (153.461767 -28.09746999921544 0),102,Treatment,6/02/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
103,POINT Z (153.4730780000001 -28.11946699921504 0),103,Treatment,6/02/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
104,POINT Z (153.513182 -28.15981799921428 0),104,Treatment,6/02/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
105,POINT Z (153.530513 -27.44968699922748 0),105,Treatment,26/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
106,POINT Z (153.482208 -27.57341799922516 0),106,Treatment,27/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
107,POINT Z (153.4818170000001 -27.57445499922514 0),107,Treatment,27/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
108,POINT Z (153.479992 -27.58079199922501 0),108,Treatment,1/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
109,POINT Z (153.47653 -27.59279699922477 0),109,Treatment,1/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
110,POINT Z (153.463343 -27.63864799922393 0),110,Treatment,2/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
111,POINT Z (153.4630480000001 -27.63655699922396 0),111,Treatment,2/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
112,POINT Z (153.463102 -27.63668799922398 0),112,Treatment,2/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
113,POINT Z (153.4562380000001 -27.68241799922311 0),113,Treatment,3/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
114,POINT Z (153.456268 -27.67839199922317 0),114,Treatment,3/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
115,POINT Z (153.531745 -27.45060999922747 0),115,Treatment,26/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
116,POINT Z (153.5005180000001 -27.52505699922608 0),116,Treatment,1/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
117,POINT Z (153.5110020000001 -27.49683199922658 0),117,Treatment,24/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
118,POINT Z (153.510477 -27.49700199922662 0),118,Treatment,24/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
119,POINT Z (153.4868300000001 -27.55907799922543 0),119,Treatment,27/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
120,POINT Z (153.487742 -27.55990799922543 0),120,Treatment,27/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
121,POINT Z (153.4821370000001 -27.57342799922514 0),121,Treatment,27/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
122,POINT Z (153.4638150000001 -27.63887299922394 0),122,Treatment,1/04/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
123,POINT Z (153.5292810000001 -27.45009699922745 0),123,Treatment,26/03/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
124,POINT Z (153.439797 -27.76954799922149 0),124,Treatment,5/05/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
125,POINT Z (153.0751750000001 -25.84792199925897 0),125,Treatment,17/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
126,POINT Z (153.10604 -25.91976799925749 0),126,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
127,POINT Z (153.1125830000001 -25.92966799925732 0),127,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
128,POINT Z (153.1632380000001 -25.98032999925627 0),128,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
129,POINT Z (153.107295 -25.92170999925744 0),129,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
130,POINT Z (153.107217 -25.92177799925745 0),130,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
131,POINT Z (153.107198 -25.92177499925745 0),131,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
132,POINT Z (153.1071400000001 -25.92178699925748 0),132,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
133,POINT Z (153.107197 -25.92174199925748 0),133,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
134,POINT Z (153.107207 -25.92174499925747 0),134,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
135,POINT Z (153.1071830000001 -25.9217349992575 0),135,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
136,POINT Z (153.117572 -25.93219799925725 0),136,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
137,POINT Z (153.164292 -25.97950699925633 0),137,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
138,POINT Z (153.1642450000001 -25.97952799925633 0),138,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
139,POINT Z (153.164258 -25.97950499925627 0),139,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
140,POINT Z (153.164263 -25.97950499925627 0),140,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
141,POINT Z (153.164297 -25.97951199925632 0),141,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
142,POINT Z (153.1632480000001 -25.98031199925627 0),142,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
143,POINT Z (153.101982 -25.91669999925758 0),143,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
144,POINT Z (153.058265 -25.86674199925859 0),144,Treatment,16/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
145,POINT Z (153.1162400000001 -25.93087299925726 0),145,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
146,POINT Z (153.140883 -26.02914999925534 0),146,Treatment,7/05/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
147,POINT Z (153.1162270000001 -25.93087499925731 0),147,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
148,POINT Z (153.1162320000001 -25.93086799925728 0),148,Treatment,18/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
149,POINT Z (153.1705730000001 -25.9653269992566 0),149,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
150,POINT Z (153.1705780000001 -25.96527999925661 0),150,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
151,POINT Z (153.1706180000001 -25.9652819992566 0),151,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
152,POINT Z (153.1002020000001 -25.91777199925757 0),152,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
153,POINT Z (153.10017 -25.91773799925756 0),153,Treatment,19/06/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
154,POINT Z (153.1712 -25.96571599925658 0),154,Treatment,7/05/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
155,POINT Z (153.178083 -25.95103299925688 0),155,Treatment,7/05/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
156,POINT Z (153.113183 -25.93008299925729 0),156,Treatment,7/05/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
157,POINT Z (153.1122660000001 -25.92914999925733 0),157,Treatment,7/05/2014,Bitou bush,,2013 - 2014,<Null>,Jan14_Jun14
158,POINT Z (153.4265250000001 -27.73991299922204 0),158,Treatment,29/07/2014,Bitou bush,2014-07,2014 - 2015,<Null>,July14_Dec14
159,POINT Z (153.4377930000001 -27.32643999922983 0),159,Treatment,16/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
160,POINT Z (153.4341830000001 -27.32158999922995 0),160,Treatment,17/09/2014,Bitou bush,2014-09,2014 - 2015,<Null>,July14_Dec14
161,POINT Z (153.117029 -26.39372799924801 0),161,Treatment,12/08/2014,Bitou bush,2014-08,2014 - 2015,<Null>,July14_Dec14
162,POINT Z (153.474732 -27.59586199922476 0),162,Treatment,28/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
163,POINT Z (153.512378 -27.49333699922667 0),163,Treatment,27/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
164,POINT Z (153.4311740000001 -28.00065099921723 0),164,Treatment,21/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
165,POINT Z (153.431546 -28.00122499921719 0),165,Treatment,21/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
166,POINT Z (153.476252 -28.12349999921494 0),166,Treatment,21/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
167,POINT Z (153.5404580000001 -27.43919899922768 0),167,Treatment,27/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
168,POINT Z (153.506437 -27.51029599922634 0),168,Treatment,27/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
169,POINT Z (153.4948900000001 -27.53925399922577 0),169,Treatment,27/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
170,POINT Z (153.493825 -27.54349199922575 0),170,Treatment,27/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
171,POINT Z (153.4885860000001 -27.55581699922549 0),171,Treatment,28/10/2014,Bitou bush,2014-10,2014 - 2015,<Null>,July14_Dec14
172,POINT Z (153.5064600000001 -27.50823299922635 0),172,Infestation,7/05/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
173,POINT Z (153.4818300000001 -27.57451499922511 0),173,Infestation,7/05/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
174,POINT Z (153.4818220000001 -27.57447799922515 0),174,Infestation,7/05/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
175,POINT Z (153.4674480000001 -27.62556999922417 0),175,Infestation,8/05/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
176,POINT Z (153.5290540000001 -27.45066399922744 0),176,Infestation,1/05/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
177,POINT Z (153.112105 -25.92897299925733 0),177,Infestation,15/04/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
178,POINT Z (153.10441 -25.92061499925751 0),178,Infestation,15/04/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
179,POINT Z (153.104224 -25.92040699925753 0),179,Infestation,15/04/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
180,POINT Z (153.104186 -25.92027699925752 0),180,Infestation,15/04/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
181,POINT Z (153.098055 -25.9140769992576 0),181,Infestation,15/04/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
182,POINT Z (153.0965210000001 -25.91371999925767 0),182,Infestation,16/04/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
183,POINT Z (153.0747590000001 -25.84500899925905 0),183,Infestation,17/04/2013,Bitou bush,,2012 - 2013,<Null>,Jan13_Jun13
